"HolderAddress","Balance","PendingBalanceUpdate"
"0x476568dc46810219aa6a75c4c4f86a4c5d3e6c48","3,000","No"
"0x4a62af8f9c16cd5b6133e777e5d8b6964b42e6e5","3,000","No"
"0x22bc8d9097fa7a8af83964a37952f59c7edc3719","3,000","No"
"0xe0598c45bf353d1fa4514efe6555aeacd3e3e768","3,000","No"
"0xbd8d7cf92675e58ce405a82a7a00a02cc68e4877","3,000","No"
"0x628ece033ad55658ac9e30b3e6ed9aab23189ab9","3,000","No"
"0xe1c0f0f7770949e4fea1eb15df2aa4ac3cd78516","3,000","No"
"0x1f7fd08219956d9e06286c6ad296742121d2fedf","3,000","No"
"0x7812876adf5c97449b674fe62995d76f1312c385","3,000","No"
"0xa161689dcb7a47a4d4737dbf8dadafdfe7a99c10","3,000","No"
"0x967b572a24b2e7ef6a634f0518bfd405ddc70de5","2,998","No"
"0xf640925b0e61067e3b81ee514b32343055cf5492","2,793","No"
"0x7c3807ea46e75b923036c7a7fead83a03e298d04","2,640","No"
"0x7b9d7497c96061b6d0d1ce608e062375fbb9da57","2,630","No"
"0x5ccfc6d46f01a042a8571678a508b9e1b0f85b4b","2,608","No"
"0xe47911001e489230cc19e50c0d7c6a3505b58965","2,596","No"
"0xa4f3d4874fd40ab0d5c60cd55c7f594c72d3992e","2,549.11055236082252286","No"
"0x98c60d868f124aac8b52904b54c9f261481edc74","2,505","No"
"0x8ea6dd1d0d465840e2526ef7d135d3b554cec754","2,500","No"
"0x706350b104bd17d43426f65ab69c246dafebfad5","2,301","No"
"0x95221076b56cb998855b2958d64be308e7dfa448","2,300","No"
"0x9a50a078d80f36e38edfae85affa2b8ab458e2c9","2,102","No"
"0x73eab22b4fb269bb399c5005b2511c52dae27500","2,100","No"
"0xd6c7354fa2e3fddc9a651a6e602b978c2ca9de23","2,089.456935367375055273","No"
"0x2fb7f121954f96ee1747559d7c0c5fabc974d94e","2,052.616543383986288611","No"
"0x1be73cb1cf94a073446aa815bfb5b776cb5c6022","2,047","No"
"0x5699ca41617d3d5c0b15c2a104e122c0634bd205","2,020","No"
"0x7450a0e050855c4c6f81d54651df950482c0604e","2,005","No"
"0x7d95f44387c9fb810ea644e07746e2c943de2b04","2,005","No"
"0x239652680413c9594b73b96d008760ee0eefe592","2,005","No"
"0xf2a26eefeedd0a22b91ca555342e2f5a1be7fac6","2,004","No"
"0xb9f0f837bcd7cbb4c0731d2ad2a4b41997efb7ba","2,001","No"
"0x22b8f6ab3e12cfb6d761f73c817630efa8b80ce1","2,000","No"
"0xaf239c31246170b578a37b7d46b87ba652c5756b","2,000","No"
"0x8caba08f9a311bb88b47f5afa1425c37735e2fe0","2,000","No"
"0x9de0bbb3d6401c70c105e985124bb2c0d91ca0d2","2,000","No"
"0x4a2c754013e75300ead0ba5ce121cd4cbfdd058a","2,000","No"
"0x47c3e9f0bfe700f6b4e118168fbc6bab2f7a96d1","2,000","No"
"0x4576918ccbf624cbe0ea2a75002bc19b2e34fcee","2,000","No"
"0xc24c2add9e7a64e307ec3b8d671860441ad8d64e","2,000","No"
"0xe90db7a02b87388dffdf0d6a086035e03e995ee8","2,000","No"
"0x28c83e6c237c4b347b6f18e99b4c7b0538e5b0a7","2,000","No"
"0xd0d1fd3d30868ae3e1155226b8486fd9b737f319","2,000","No"
"0xee182703689a1055d2db0f97d5c48bf6f14d1b4c","2,000","No"
"0xd75a998e6fe5a71e38cda5edcb8c7047e35a0ceb","2,000","No"
"0x260a03c6576556484141cb4d0bf6b464c2ac519a","2,000","No"
"0xe8e3f5006a83b92edb246734f9404870279a9458","2,000","No"
"0x11c0c1a512e6d203f6a794bd6989d4dd0f58f5bb","2,000","No"
"0xd0f58f4bcf2ab46b01ad647e1258f00dafb9b81f","2,000","No"
"0x07925bb9342f244c217a51a3d4b6624a8dd56922","2,000","No"
"0xd2043004c5447956761571ae10538621272af9a8","2,000","No"
"0xb8d9af09e4a6e92578e1dfdb9bf8f410215d9551","2,000","No"
"0x9b3bad4d635481aa88380b57089e097cacc67aab","2,000","No"
"0xcd193668897f11d34fb18987f0e913392cb21876","2,000","No"
"0xa17ebb8f12a81d95c0513eec80dd6f8a096f5f24","2,000","No"
"0xf650ada1f1f1587092de72e5b5d7d9c1d99c3a3a","2,000","No"
"0x40eb1a4d5abdd052cfaffa648356d55e002f57d4","2,000","No"
"0xdc96655bbf0a85ee11e57c2a7c2c22ac94e763ba","2,000","No"
"0x9a7cbaded7a2fab25342db3aae60502d288aafd8","2,000","No"
"0x187a11a32d3d6a2e7097fe3c433850226b89914a","2,000","No"
"0x009489e720bf31a3619f4d06e4d47b8ebe56c3a3","2,000","No"
"0xde44752a979a330886c48fb00240361038bb484a","2,000","No"
"0xfd49a6709b8c3a29429acc3b2d7aeebf3f17aef1","2,000","No"
"0x44b679df5cecd2f87584db73022052f35532b622","2,000","No"
"0xb55fe63a611a91372045402e0cbc77785aba7214","2,000","No"
"0x4d2bb8fca36682b71f424f92406615ea87191e6c","2,000","No"
"0x0b1f29f4ae63ae4f768652841ed435d14b087e2e","2,000","No"
"0xa9c994e124cf3a1911366aa89d769b4c4761bacc","2,000","No"
"0xd1feb784d9270be5d56375790dc70fafa0423825","2,000","No"
"0xecf7679273f71fee086517023889f5e3244d1a46","2,000","No"
"0xf612d117db28e402d1069c4a89c3429004bb5153","2,000","No"
"0x7d1411472ed8bf558e7052aabc273709e51b41d4","2,000","No"
"0x4c4e8f86b4f28bf6c04d55c044a35b7628595f53","2,000","No"
"0x23c042959943f08035fca6a68e40bf04a97ef5c7","2,000","No"
"0xb7890f373e2d8e9d1849aa9b41b10be592614aa0","2,000","No"
"0xc7d8c7d8795c5cd4437539667d4c5a8fe33f3887","2,000","No"
"0x4546809cc0a35d8344b1185751f8413c338306f9","2,000","No"
"0x95e255e40ea049a5a9e3b8daa79d5534ee8a87c3","2,000","No"
"0x39bb0253c7b7a57440fdaffd74badb5558a17c3d","2,000","No"
"0xc4b71fde3420d741f52f8021f341fe85d3bd4ca2","2,000","No"
"0x5563dc75528a38bfab874800a9acb61bd30c91a5","2,000","No"
"0x4d375c4cfd224ccab91a11c6ab5a457ac5e68882","2,000","No"
"0x1cd80a4c2aa4d940ee2fabc2a72a01249705ca97","2,000","No"
"0x2fd275e6598e830a6b76460c29769510d27a0f43","2,000","No"
"0x20afae5c3fa88f9aaf083f541606b0d1c401350d","2,000","No"
"0xc1edf79fb14b8cb00e6a11734de8d0adbb3d8e10","2,000","No"
"0x60234bd39b25b63a18971863bdccb936bbcff031","2,000","No"
"0x55cad76db24a0475b71534d8a87903ee743fdd56","2,000","No"
"0x01344db3d60d442544967c7178f2d71c4246d528","2,000","No"
"0x060fe5080ce7d20dec4f3819626363f6b004e927","2,000","No"
"0xb151db0bb8caf8609773d1e1c30dcc407ab9f4cd","2,000","No"
"0xf421fbaf80948f7e0f261949f16dd80ff0a9c962","2,000","No"
"0xfa1489cb7cd66fa79b10038e761c36970a909d8f","2,000","No"
"0xc9bda8b4b417afdf217b380e570dd3f3029ac7dd","2,000","No"
"0xf82e7dd4a570c8fef63d7015bbc069b1964c2ea5","2,000","No"
"0xf95f21bf61403da2bdcd136772693d79592dbb23","2,000","No"
"0xd07c6770e914460935730589b6668212daad130e","2,000","No"
"0xadcd4ddcbd488c1eb33ec38179c5fc6f200ef7bc","2,000","No"
"0x0f8446ce51bf249c068ca02d240ad5a4fa1d793b","2,000","No"
"0x3560de081d3820e1cc4bb13ca0bd359d54aa0828","2,000","No"
"0x55c08846c9470a8e161691e387eb9bdbb63d1336","2,000","No"
"0xee40f51a53340439cab72b086198c89c25936cc5","2,000","No"
"0xae380a9e9441b9318e538d63d6e9cc371c042b08","2,000","No"
"0xa3568ff0b3fef240aacff0b19ef75c0aa71c0ed9","2,000","No"
"0xfd01e308ec981690fda5646c9baa4bc1f5f17c81","2,000","No"
"0x6cbb3ef67d84faa618ee76ada1dd7b971fbbc5cd","2,000","No"
"0xbf8faf86fef3bca8242efcc7f3846ce829cc5492","2,000","No"
"0x149b7cec96f32994398af47936659270e152948f","2,000","No"
"0x48ac963bfb5f16b2b72573e0515cb7716f990504","2,000","No"
"0x4ced7290eb9c50ada571950dd1bd9c5f53ff53bb","2,000","No"
"0xa6a4870e0817ac81c6ea2141983dadb2953ec755","2,000","No"
"0x2d38e9ab45131c8f6c2eba0d3ca44345efa6b56c","2,000","No"
"0x0f5268f29dd0f3147e87bdd640553c7d6b7b9dff","2,000","No"
"0x2f6761d2d027b87cef2870fa86bcc9cf40b8705a","2,000","No"
"0x950221049aa9d6f952ee951acdde541630eeb816","2,000","No"
"0x07b705c8b5c0fc1844db145ae990a8cb16b44c4a","2,000","No"
"0x19c5cd6acd08100ed64c5a9cc3d71f576172d31e","2,000","No"
"0xb9d25c47720d152659a8e734cde0222b044a7177","2,000","No"
"0x49cef6f49ce021b7ebdfd3b7030c01dd91a84339","2,000","No"
"0x836fd4426f68ebca73a786b5e85e6957f1a5c5a6","2,000","No"
"0x7bb4944bb7c3d77ac0568ed448bc556d61bd0e63","2,000","No"
"0xdfa559f86b7b34f29f43f3af48ea7617624c7271","2,000","No"
"0x6ddf7515a843eac26dde74b30e025a211d31c73a","2,000","No"
"0xe811c96701bae6cb56250704f0236e6ff18cb13d","2,000","No"
"0x7c77443e1a9d709c6e5e4d20330548bc42236121","2,000","No"
"0x7714bea360c8d0d7389bd78ece9b499ba1865be8","2,000","No"
"0x715f0f4569ea5b04fc06b5da891f4b5617f3bc55","2,000","No"
"0xaf8153c477dcb5aa7fe90e2cd8c3a4f5c92a25ca","2,000","No"
"0x8e73a59b2407a256d8f9ada0cefbc514ea840e42","2,000","No"
"0x70e8896fb25116302fbf1fb07db1a0d6d4fb2c53","2,000","No"
"0x681eb761f5014d962759c033a8d58242025fbab9","2,000","No"
"0xe93735deb30aaa0810dfda7fb2b0e2115982b1d1","2,000","No"
"0x6da06deb0a128549d920e90f6e1ffc5b46c908c9","2,000","No"
"0xf6d10df38874260b1863954e0b37a3577195ebb5","2,000","No"
"0xd9253c74e350ec6a2ee00f27500558de3cd2f5e6","2,000","No"
"0xed5a56cdae337062bb3e8a68650af1f89a5bd72d","2,000","No"
"0x003c06a6168e9d2474e2c7f588d819b75f8025e5","2,000","No"
"0x68410a97d2551720ff9a97f8ffd9f0e3c0fad42b","2,000","No"
"0xf8e5d354c1dbcad113d72c07764e638a24ec352d","2,000","No"
"0x7c9b64ced51ed6cd8c003fd9cdfb92c1d4449378","2,000","No"
"0xdf1691c0df5f253091dca3c662488f7214f8b97c","2,000","No"
"0x8ceca5ef6d51cdb4feb81869009ca2ead2b7a0d6","2,000","No"
"0xae8933c97471b7e6b9d755cf9e66fe3d648a854f","2,000","No"
"0x53904915ce7c44fcf688fb9290901e07b34bdae9","2,000","No"
"0x29b8992e70d4939bb5ea66289a58d0f3fb3e1b7c","2,000","No"
"0x1eadd83bea78fb1e08771caf9a4d6e783040f536","2,000","No"
"0xae5ba3d21b747140cbc7da67b077020e0fef93e2","2,000","No"
"0x0eddf3234f33263913b320b49315460b7737a443","2,000","No"
"0x47e05bb20a14c9a27fa8706af83fff7a480de47f","2,000","No"
"0x5f7269f2171f05759a8946831c2300720391320c","2,000","No"
"0x1ad91bcf2997d8bbb120dfe5a90dc62ecbdc605a","2,000","No"
"0xdd73b9e5245e0ad54aaef72420935076a3fdac01","2,000","No"
"0x7f646407e9fb26c985ab188f2647025c3297b0df","2,000","No"
"0x0648c84faab048b96f24baf15d69b5024a90812a","2,000","No"
"0x2790e6fa88e8ab0065c85addccb4882d633c1373","2,000","No"
"0xc933c3e50f0e68f0c344c85a2039137d9646f896","2,000","No"
"0x2e6b50b87d4baea74a9c75ea9ba7c7dea384b9bc","2,000","No"
"0x9bb5b5438f884c054b81c174eea25673aa1b14ef","2,000","No"
"0x650915fcd9f4d7c186affba606ca5bae1d05f4a5","2,000","No"
"0x940ea3a4c8d3ffac9a5913352ad6aa0b17c6ed19","2,000","No"
"0x68d240b4963ff99f68987477b0f45cfe51d5993c","2,000","No"
"0xdaef5626f102cb2820c47f8d12bcd9b8c53dc413","2,000","No"
"0xca69da5ac328fbb0af4e7ecf9c88756d4550a6e9","2,000","No"
"0x30fa6043cde24b079eeda2945a98f37c08f9ce8d","2,000","No"
"0x513df528cf7ea3f997c5bd188407ade7b793fdf8","2,000","No"
"0x8cea775a9dfce2a8860b3620cc02ae39db1faadf","2,000","No"
"0x94fe2a97388a6cb733ef847d117702900c9e2111","2,000","No"
"0x97eac732d8c7efc8dfbe769c2067bf456d52a998","2,000","No"
"0x771634a12d74de0c5a29318dce42eddd01bfc240","2,000","No"
"0x6e578b262279dcadc0ec8693e2c4c7df0e9cae65","2,000","No"
"0x847e5bb890c76114b5dbbdaa405f72aa9596fa17","2,000","No"
"0x53ea4cec2079785f15b0e94b18c933b57d1177b1","2,000","No"
"0x0b2e4f130ca1fecdadf917a22e1fb4f59f3b7663","2,000","No"
"0xb755eb807585b86e7aff341bfcc0843effad9aee","2,000","No"
"0x5c475a658568d9540f830f9009806ee17118f6c8","2,000","No"
"0xc0e4327cfb3a8e0a118a86c9f5b9c22faa5e6fc7","2,000","No"
"0xf98d9231fed659edddb0e7bbcf9156dd3b9a8ea0","2,000","No"
"0x209a493cdfd10eedd2420028fb92b896da808527","2,000","No"
"0xaf7fa953f21945b95c1e226812cfaa5b34513863","2,000","No"
"0x142e394278e5ee471d081db73789cb403ad8d40d","2,000","No"
"0xaf8302bb9bcbd45f257268bd57ad8580b30c9d8e","2,000","No"
"0x102f223451d741aab96f109d86ce319ca6d49094","2,000","No"
"0x72c07ecff222d0ee0031978a8b6f08da753c828e","2,000","No"
"0xb30fd217006dec410beb90e17ae9c598ccd3aba6","2,000","No"
"0x3217b33fc257a3cee8370d77f9d26e8fa599187a","2,000","No"
"0x0e0883191db18e0346c783efcc53cfd3e0224bd0","2,000","No"
"0x62047e2938505049cf66e470e22ff58f258523aa","2,000","No"
"0xecc9ea1082f3c608e394e9a7bd582401d5d26138","2,000","No"
"0x569d0bd516543366e68fac58b358d0e81659677e","2,000","No"
"0x4c70a5dc90093ce76f943b0d037e0652fc2c186d","2,000","No"
"0xc0d39bddbd40b93fbfbb25d2c68622586d133d0b","2,000","No"
"0xa91c8cc8e0f710d65e6c84e7bad07f6a20bb656b","2,000","No"
"0x3fc978f190ab54710da8e53c490e168d88230571","2,000","No"
"0x5446123ecc7a51998b55ff6aa708b993e1bb40f4","2,000","No"
"0xb5dba2f9d7637c95fb2a368dd4f286f062fbb4a4","2,000","No"
"0x4f8bfa3c375e1714d9e1a107fbd838d4bfd75447","2,000","No"
"0x33c4467195de713821793799ca7fd733eaeb2ce6","2,000","No"
"0xd799c2fe0dd489adfc2cffba99233c7f8ee99da8","2,000","No"
"0x674624edcbd0d83abe097077deff86f1bec4fbf3","2,000","No"
"0xff7078bd6cd2a518fdcda621cf22a792c1be267e","2,000","No"
"0x933272dafd136a354b257d81509a5da15bd4cbe9","2,000","No"
"0xfbaec2fae61b9e853c23c4b554663e58e8892020","2,000","No"
"0x37be0368edd58b89e6849af09a5187c3dad7f8ff","2,000","No"
"0xff44e85315e3f54c77713173d35b1112b4aefd17","2,000","No"
"0xf244e4202de0df1ba3bda20a258a9b74a339f5ca","2,000","No"
"0x345f93d9ecff73ce3d8e7996b3da9c27b3fe2f1a","2,000","No"
"0x542c7263de0550ea951924e7fd3e8d190da70019","2,000","No"
"0xc7daf473c103aa2b112fe2f773e3a508a6999bb6","2,000","No"
"0x0284d3748c6d2964599d626f8d9a2775dfcd03bb","2,000","No"
"0xf187747030ca46f309714bf0ba55fb2a35f08d68","2,000","No"
"0x63a0c01df05a29ede7c492b06f242ae252e5a165","2,000","No"
"0xd628ca8353e43b8d995ed33aa397ab018746ed40","2,000","No"
"0x8bc853d56261c4863247bf4fddbd77279aec1c88","2,000","No"
"0x16b0905eb8085202b4cec8479ac6991c8f87e09d","2,000","No"
"0xc8563bdaa9045fd86ea445a7f8e3238ae139ba83","2,000","No"
"0x5b07ef35d2b5820e808c2eaeac268ca986049ebe","2,000","No"
"0x1122260602599f4c7728a0974067d1d7f5f253ce","2,000","No"
"0x595ffc3d84395a7ecab4aa9dfc3d708b7c13f400","2,000","No"
"0xec7b21d1a9617495f939c78ed9454f9e6cb1815d","2,000","No"
"0xc171a1caa36b1c9e2c56fe71a24ceac127ff5ae4","2,000","No"
"0x170ef0bb4aadd270348a1ce6a23d8540ace6f847","2,000","No"
"0x39d597363ce78c2ba605b12dc40db320193c4597","2,000","No"
"0x3dc026228ec742847d6dd5e9031cdb5141a87860","2,000","No"
"0xb50130c9d7b8866e2ea328f4d1f8c3f7e88fa178","2,000","No"
"0x7f7de42a3f19ae7f7e9032b403b708b02e9509bb","2,000","No"
"0x7b84fe5120069718aab43c07636cb8613bda3183","2,000","No"
"0x351fb6b649986384e84c482d6bf310f0b46bcc3f","2,000","No"
"0x921d0e56bb182be318fb915caca1160e0d9c33bf","2,000","No"
"0x548ae11f0300081e653080b0a7e2d0517690dafd","2,000","No"
"0x7a8be6c5ed6303073f1192a54b0cf0b7c75a9808","2,000","No"
"0x0d30146f29e1e93bf5020d3c9ce9e56827a0903b","2,000","No"
"0x2c1812fb2904f2247c659eb994cf0f4d70ac2503","2,000","No"
"0xee4ed97e1eadec72be3389980e2fe32e95ec37b0","2,000","No"
"0xe06ca4aa69d303e0cee86e0af66405101016789a","2,000","No"
"0x5b51a27c72324acc3dbba32286320c490c8372cd","2,000","No"
"0xcedbf3341a87ae33746ced8fb889cee1793fe387","2,000","No"
"0x77a58b7f0e65e1e328e0328977f32cb7eb063347","2,000","No"
"0xebd1340e0e9a98e59923497d3337f271c42b1c25","2,000","No"
"0xab8e101c704d638177f822a06ab6d4d2ec934566","2,000","No"
"0x15036995d078020f294322bdbb30ad041ad2d0ad","2,000","No"
"0xfee13f822ab6a5f0a892f3af0867b174461bb39f","2,000","No"
"0x62b5d706f19f6a04ab1b6cbff3bf85cd049c2cd8","2,000","No"
"0x2a0a0110ac8d96e3c86da4112b55ec268476b2bb","2,000","No"
"0x1c7d6477489b1b1f663e4453ba25804e103a883b","2,000","No"
"0x928712084f7e139ea7f84a6ecd7fbbdfc49e7ae2","2,000","No"
"0x253983e1cde6aff581e30414d13dbb842e20334c","2,000","No"
"0x2f91f02f01b056aecb8a052b00477dc9b6fddc69","2,000","No"
"0xd78fa917a58a322306e41eca656effec0f68528b","2,000","No"
"0x2bb1e8c199a74f3f798228b869c7aa081df265d5","2,000","No"
"0x7964178321c96d687db6fecfcfc5d49cfb5a71e1","2,000","No"
"0x706a85491cbeae6069a590e31a0577685cb0f885","2,000","No"
"0xfe68d187d6f545a1e689755e8297b208626d78e3","2,000","No"
"0x3fe775c9f0b7572340e87844bd423407cdb7668e","2,000","No"
"0x68b1f18903ab6d866b8467cd67ed0836d8bfe70d","2,000","No"
"0xaa47595a2aaf6b3cabc611e47f4745cda5f71353","2,000","No"
"0x90d4ab28d3a50807c92c8fc2816c84879b169415","2,000","No"
"0x98e3b58c35fb1efd85bcbbe93868833b6b51e748","2,000","No"
"0x60c5d97548bc016c863a4479b13089f2cc2dc683","2,000","No"
"0xe558478c3fb912b208318a0c6c753f03e40cc8a4","2,000","No"
"0xe77d1d9f32edfef383b3bf081fd64f57eaf887e8","2,000","No"
"0x2e0d0349da17cc5ee52ef5804064ad02ad112b74","2,000","No"
"0x2acbe223d095671d5a8caa55bee1e95a678e6df8","2,000","No"
"0xce6364c714bfdf453f01b0a5e6eba500392976ff","2,000","No"
"0xb9b67ea468be0c85806e6771159a072f7a470eb5","2,000","No"
"0x561caeee845421162100a179c769eb27e8ae48a0","2,000","No"
"0xa21e26f36142be2b292a9153de8e5c7d160bb56a","2,000","No"
"0x14a135e37536ac4a160d1cb9131d38a16bfbf20e","2,000","No"
"0x4a5a343812dd9168b5d10aa02299709f86a5ebe5","2,000","No"
"0xc92701e06569b7f6f27910d66d779ac788166ab9","2,000","No"
"0xc26f5394331e32f134caf73f95f821082f16434e","2,000","No"
"0xb96c115036f7688381940042b14cb950f4cfe64b","2,000","No"
"0x6c32d93460a9c3485d80eaa10f4c4da2193a2238","2,000","No"
"0x25615611ac498934b330060efeeb4af08bacccfd","2,000","No"
"0xc5cbc32e97a2b8283e7ca6256f824cbd50fa7ae8","2,000","No"
"0x2a5f28e55255dd1e16f999dccd23bf90709ffcf6","2,000","No"
"0xd41646752b352485eeaabe8ae6f8022b15e1dd21","2,000","No"
"0x215bc454da079d610abdf1619d1b29c7795a7996","2,000","No"
"0xfb4eb983a010ac65738e235d964141d77e26963f","2,000","No"
"0x186f287e4638c856e0e6503fb4b44ab7cf8732cc","2,000","No"
"0x9f80f09622c90fd2347454715b3ab8d3d7837ad7","2,000","No"
"0xbca1776a7c9809faeafa2db0e6d4cbee236fe465","2,000","No"
"0xf6d2d7427ab0455febccf67fc68e5edbb15e57d0","2,000","No"
"0xfc2bacf6b8379ba0a4706df4d5a17323c9f513c5","2,000","No"
"0x193ff241a6fdb82d410125ca7f9430e322eaee06","2,000","No"
"0x80974e01fabd113df8bc107d51c6f49b5730b4e6","2,000","No"
"0xf96c275bda6eb23cf3928f86b45dcf92e9ae75ca","2,000","No"
"0x9a2ed250d0268795ac2b827f0fff0e0661521ff7","2,000","No"
"0x35b9c4e0f45988cd3d81dbe0540a4a3bfa9ea392","2,000","No"
"0xdb3c0133af1304db19e1d91cf4595fd1cd85b819","2,000","No"
"0xf20d7c8158794a11e57cc9467863fc425a50d681","2,000","No"
"0x3767c248b1c69df6f95b76eb1a5a386b7e8d41ca","2,000","No"
"0x9f6a595ab3ffec7590031d97c08dc3868bff89ee","2,000","No"
"0x02ae629e95d27c3c1e83f55ec7f6714e2543dfdf","2,000","No"
"0x8b702d6e65d285e0cc3c8dce66bb179a9262c161","2,000","No"
"0x4e138b3dc5c41c3cb25858fa90cb22f0b193123d","2,000","No"
"0x683518bc3a898c3f5cae3f23681b294fae2f514d","2,000","No"
"0xbbd319a05a2313d4e9115f7ded41603006702121","2,000","No"
"0xa0dc97882ebc38102275a61a387044ad94da9df3","2,000","No"
"0x538729d3f175e2458f07b2a63ff80908393b55d7","2,000","No"
"0x07eeb8575eb0715e6b5abcb03ac9124106dc26ca","2,000","No"
"0x458ae2e9d7cf76a20a2acc1c67055b7261c11eed","2,000","No"
"0xde4b2cb23a482cddc509b13fb6c97a5660912529","2,000","No"
"0x72d4b66cd115fd6cd816a8cd6281d9590223b98d","2,000","No"
"0xddadb1ba3695a4ccd1e4a6d2bd1e65cbd5bd795f","2,000","No"
"0x10cc0abf47180d2ef834f483ae5c896c8a95b240","2,000","No"
"0x6fd849c20047cf0291af67fb6d1380f6050f483e","2,000","No"
"0xe026378ded254954b7046a08baa238973034bb66","2,000","No"
"0xa07f02c47cf1400d4c2426cace1a095a35e1e07a","2,000","No"
"0x5528ae1f6462a6bb821c2996ca4e932c1cd9c931","2,000","No"
"0x5127560995606df0e8f8b16c63052388c1dbd442","2,000","No"
"0xf3967ea9fc7ec970d57088edb417b6ea13204b73","2,000","No"
"0x6638194611ef24b051935de7aafe793c280e9c1a","2,000","No"
"0x32c2741dc6621ccd32d868727be74dcdc7ab332f","2,000","No"
"0xc38259056b4f24a03df7ec1afc1a85f50e8c2d41","2,000","No"
"0xf277ef225a1972752bb871185807292705939fd8","2,000","No"
"0x1038dbb87621ec69ff3d8b879f97bc765ec51691","2,000","No"
"0x8b0a39d433975fb93475132c41025247694c9e07","2,000","No"
"0x1f9148a49f489cbe622038ca6dd2b0d1d6ba9019","2,000","No"
"0x6d7f2a1e7752b1a3c45b64ca9b3f6d6365f15573","2,000","No"
"0xcdf92e791a56f1f90f2fc1f20b2bb00bfa15cf6d","2,000","No"
"0xf889f0ac3dad368b72b73220c3b1b519263b0b8f","2,000","No"
"0x89498d3ca35ec81f4168e89597a000f44a62af81","2,000","No"
"0xe0509f88bb3f52cf5ba2c5d9ced9cf9cdaef6a0f","2,000","No"
"0x2b0189d85b0b7282c5daea55c684e2f6880795ac","1,982.027771726654581368","No"
"0xf6b99eeafcaef0deba5bbf861605361aed1de369","1,900","No"
"0xad890762730785735b06fa6a65761b6d5970bf50","1,843.691621832576299464","No"
"0x6b87c43104e5bddf32d2a5e6d98cb6fc792ec2a4","1,824.932208587383703558","No"
"0x415e7e3ee1ec242da0d876e765dc4171732b438e","1,815.038496223816711115","No"
"0xf46597bdadfad3e562402208fd8593600dd5510e","1,800","No"
"0x3fc5d3d0a018eec3eac948bd0aeeef709ee5e5cf","1,796.19259251532938409","No"
"0xeb880f0b43b270a175ad645c47272750fab5964e","1,718.690395155930197828","No"
"0x6428079ff25d541bcafb81dc5a8212897c731a27","1,712","No"
"0xe96e3cbc2d6ea0307c116ac1200daf841ea8cc30","1,500","No"
"0xbbf251a85c36e637f69de5b0c0728233f0a88be4","1,497.523307828270270433","No"
"0x0f6169d6b160bd38f83369d3d23183405d422438","1,480","No"
"0x1d7b066be6aa4c9b20231e5363ee7f79e7eed418","1,454.465947245766459229","No"
"0x478d2060f2b0f01cb483bff96fbd779441fd633c","1,435.876406640002847705","No"
"0xd3b58a2af9c774892135da8f7f6591fcd1077056","1,355","No"
"0x6b7bfb1ea7f2127d60bf40203346e60e0b7a5cfd","1,338","No"
"0x29f3759308a5915c39c51aa7e130acd6fabd5c9f","1,325","No"
"0x957ed83d9c0412f727021f8a17b2e8436c6629d5","1,318","No"
"0x483bd41d666b882fea478d6f8479114d1ded6524","1,281.989933223426434993","No"
"0x79d96b638077675d8480a72d46bf3fa6f33329b9","1,229","No"
"0xb97161f216f64bed135a93aaeafc3e86c2ecaad0","1,209.936308134901163036","No"
"0xc41314081ce1491645ad2c9691ba666c21f4677e","1,185","No"
"0x62d83d57440a1bf3a588397e3d2b37789b67788d","1,175","No"
"0x4e15c5a37801174cb0f5878974ae9253b41fc841","1,147.93026401281314472","No"
"0xc7e3b66b84c4542f47e57d3a44497ba096ef4163","1,076","No"
"0xa0b2a09d193d800a1ba11f9b3953c7ce0181858a","1,030","No"
"0xf70841b60acc2daa71f84a1b9737d03e2324a729","1,024","No"
"0xbab657971c28246c7323844add99ff9a23ce6101","1,020","No"
"0x690c945245893aa4ebd76e0fde9a97750e97d24b","1,015","No"
"0x886efe2ef97e588ba2309233c734af5e52b47a66","1,014","No"
"0xf4ba8e97d59284ebfc7ab33a509bb8938748d492","1,010","No"
"0xc38715420989fc122436a6a91433fd44779ef577","1,007","No"
"0x012f4b16dc758541c05d26a7801afb66496b8cc8","1,007","No"
"0x1bb297699f53b55deac32ae7e6a2a9cbd753e386","1,005","No"
"0xb2f76c34ad7be2a4b7331555d8efe38557f19d80","1,005","No"
"0xe9ab1cd8b0d49f604318b6fce6118f082b62ea9c","1,005","No"
"0xfab7797d5b09f4e8cef173bc498b0fc51f7a2a55","1,005","No"
"0x68f1e614b189a45e410731ab7e501aa6819f3d1e","1,005","No"
"0x0dcfd98b947c2af36627188625fd8c6ae4c62e32","1,005","No"
"0x95fd11ef17475f1645070af758e9dc765fc1369e","1,005","No"
"0x0234f70666907e5169cefc7550f1d2480a3327cc","1,005","No"
"0xc3cb5c838865d6a1ef06edff6c534e135b87aba5","1,005","No"
"0xcd869bdae105cbad8009169c8f36ae825e4244dd","1,004","No"
"0xd9b7ddc53531936218a90ee49702f440eaafbc4f","1,004","No"
"0x89d6bb0b2ae70d649ba7c34be7bca53ea7349979","1,004","No"
"0xbc51a588b1c5721bc64a156b69666429d5fdfc60","1,003","No"
"0x895811c4198a61208efebcc16590bbacac9a815a","1,000.000000000000838108","No"
"0x75d01dd562e9e74f5a5d7e24f6da9312792d9999","1,000","No"
"0x36730a2b4c4029d305ab4a858d52b3524303992a","1,000","No"
